,Номер животного,Ушная бирка животного,Пол,Номер лактации,Результат отела,Легкость отела,Дата рождения,Дней в сухостое предыдущей лактации,Дней стельности при событии,Номер группы животного,Предыдущий номер группы животного,Событие,Дни доения при событии,Дата события,Примечание события
7036,20475,10196845220475,F,0,,0,3/21/2021,0,142,46,46,ЗДОРОВА,471,7/5/2022,ПРОЧИЕ
7037,20477,10196848620477,F,0,,0,3/21/2021,0,129,31,31,СТЕЛН,487,7/21/2022,88 ДНИ
7038,20478,10196849420478,F,0,,0,3/21/2021,0,137,28,28,СТЕЛН,487,7/21/2022,96 ДНИ
7039,20481,10196852820481,F,0,,0,3/22/2021,0,163,31,40,СТЕЛН,486,7/21/2022,122 ДНИ
7040,20483,10196854420483,F,0,,0,3/22/2021,0,49,24,28,ОСЕМЕН,477,7/12/2022,1H15461
7041,20483,10196854420483,F,0,,0,3/22/2021,0,50,24,28,ПЕРЕВОД,478,7/13/2022,F024T030
7042,20485,10196856920485,F,0,,0,3/23/2021,0,129,31,31,СТЕЛН,468,7/4/2022,80 ДНИ
7043,20487,10196858520487,F,0,,0,3/24/2021,0,133,31,31,СТЕЛН,484,7/21/2022,92 ДНИ
7044,20489,10196860120489,F,0,,0,3/24/2021,0,121,31,31,СТЕЛН,484,7/21/2022,80 ДНИ
7045,20491,10196862720491,F,0,,0,3/24/2021,0,123,31,31,СТЕЛН,484,7/21/2022,82 ДНИ
7046,20493,10196864320493,F,0,,0,3/25/2021,0,0,31,46,СТЕЛН,483,7/21/2022,89 ДНИ
7047,20495,10196866820495,F,0,,0,3/25/2021,0,83,30,28,СТЕЛН,474,7/12/2022,34 ДНИ
7048,20495,10196866820495,F,0,,0,3/25/2021,0,84,30,28,ПЕРЕВОД,487,7/25/2022,F030T028
7049,20496,10196867620496,F,0,,0,3/25/2021,0,82,30,28,СТЕЛН,474,7/12/2022,33 ДНИ
7050,20496,10196867620496,F,0,,0,3/25/2021,0,83,30,28,ПЕРЕВОД,487,7/25/2022,F030T028
7051,20498,10196869220498,F,0,,0,3/25/2021,0,127,28,28,СТЕЛН,483,7/21/2022,86 ДНИ
7052,20500,10196871820500,F,0,,0,3/25/2021,0,130,31,31,СТЕЛН,466,7/4/2022,81 ДНИ
7053,20502,10196873420502,F,0,,0,3/26/2021,0,127,31,31,СТЕЛН,482,7/21/2022,86 ДНИ
7054,20506,10196877520506,F,0,,0,3/27/2021,0,83,30,28,СТЕЛН,472,7/12/2022,34 ДНИ
7055,20506,10196877520506,F,0,,0,3/27/2021,0,84,30,28,ПЕРЕВОД,485,7/25/2022,F030T028
7056,20513,10196884120513,F,0,,0,3/28/2021,0,141,31,31,СТЕЛН,480,7/21/2022,100 ДНИ
7057,20516,10196887420516,F,0,,0,3/29/2021,0,104,31,40,ПЕРЕВОД,467,7/9/2022,F031T040
7058,20516,10196887420516,F,0,,0,3/29/2021,0,104,31,40,БОЛЕЗНЬ,467,7/9/2022,УШИБ
7059,20516,10196887420516,F,0,,0,3/29/2021,0,108,40,40,ЗДОРОВА,476,7/18/2022,ПРОЧИЕ
7060,20520,10196891620520,F,0,,0,3/29/2021,0,131,31,31,СТЕЛН,479,7/21/2022,90 ДНИ
7061,20521,10196892420521,F,0,,0,3/29/2021,0,134,31,31,СТЕЛН,479,7/21/2022,93 ДНИ
7062,20522,10196893220522,F,0,,0,3/29/2021,0,80,30,28,СТЕЛН,464,7/6/2022,31 ДНИ
7063,20522,10196893220522,F,0,,0,3/29/2021,0,87,30,28,ПЕРЕВОД,483,7/25/2022,F030T028
7064,20524,10196895720524,F,0,,0,3/30/2021,0,140,46,31,БОЛЕЗНЬ,470,7/13/2022,АБС1
7065,20524,10196895720524,F,0,,0,3/30/2021,0,140,46,31,СТЕЛН,475,7/18/2022,96 ДНИ
7066,20524,10196895720524,F,0,,0,3/30/2021,0,140,46,31,БОЛЕЗНЬ,479,7/22/2022,АБС1
7067,20526,10196897320526,F,0,,0,3/30/2021,0,121,31,31,СТЕЛН,478,7/21/2022,80 ДНИ
7068,20529,10196900520529,F,0,,0,3/30/2021,0,49,30,28,ОСЕМЕН,467,7/10/2022,1H15689
7069,20530,10196901320530,F,0,,0,3/30/2021,0,134,31,31,СТЕЛН,478,7/21/2022,93 ДНИ
7070,20531,10196902120531,F,0,,0,3/30/2021,0,0,30,30,НЕОСЕМ,469,7/12/2022,ВОСПР
7071,20531,10196902120531,F,0,,0,3/30/2021,0,0,30,30,ЯЛОВАЯ,469,7/12/2022,-
7072,20532,10196903920532,F,0,,0,3/30/2021,0,125,31,31,СТЕЛН,478,7/21/2022,84 ДНИ
7073,20533,10196904720533,F,0,,0,3/30/2021,0,127,31,31,СТЕЛН,478,7/21/2022,86 ДНИ
7074,20538,10196909620538,F,0,,0,3/31/2021,0,137,31,31,СТЕЛН,477,7/21/2022,96 ДНИ
7075,20539,10196910420539,F,0,,0,3/31/2021,0,0,30,46,ОСЕМЕН,459,7/3/2022,1H15689
7076,20540,10196911220540,F,0,,0,3/31/2021,0,126,30,28,ПЕРЕВОД,481,7/25/2022,F030T028
7077,20541,10196912020541,F,0,,0,3/31/2021,0,77,30,28,СТЕЛН,475,7/19/2022,34 ДНИ
7078,20541,10196912020541,F,0,,0,3/31/2021,0,77,30,28,ПЕРЕВОД,481,7/25/2022,F030T028
7079,20543,10196914620543,F,0,,0,3/31/2021,0,77,30,28,СТЕЛН,475,7/19/2022,34 ДНИ
7080,20543,10196914620543,F,0,,0,3/31/2021,0,77,30,28,ПЕРЕВОД,481,7/25/2022,F030T028
7081,20547,10196918720547,F,0,,0,4/2/2021,0,131,28,28,СТЕЛН,475,7/21/2022,90 ДНИ
7082,20549,10196920320549,F,0,,0,4/2/2021,0,128,31,31,СТЕЛН,475,7/21/2022,87 ДНИ
7083,20551,110400380,F,0,,0,4/3/2021,0,67,30,31,СТЕЛН,481,7/28/2022,33 ДНИ
7084,20551,110400380,F,0,,0,4/3/2021,0,67,30,31,ПЕРЕВОД,481,7/28/2022,F030T031
7085,20552,110400539,F,0,,0,4/4/2021,0,121,31,31,СТЕЛН,473,7/21/2022,80 ДНИ
7086,20553,110400562,F,0,,0,4/4/2021,0,128,31,31,СТЕЛН,473,7/21/2022,87 ДНИ
7087,20556,110401115,F,0,,0,4/4/2021,0,85,30,28,СТЕЛН,458,7/6/2022,36 ДНИ
7088,20556,110401115,F,0,,0,4/4/2021,0,92,30,28,ПЕРЕВОД,477,7/25/2022,F030T028
7089,20557,110401149,F,0,,0,4/5/2021,0,132,31,31,СТЕЛН,472,7/21/2022,91 ДНИ
7090,20559,110401305,F,0,,0,4/5/2021,0,131,28,28,СТЕЛН,472,7/21/2022,90 ДНИ
7091,20560,110401446,F,0,,0,4/5/2021,0,77,30,28,СТЕЛН,470,7/19/2022,34 ДНИ
7092,20560,110401446,F,0,,0,4/5/2021,0,77,30,28,ПЕРЕВОД,476,7/25/2022,F030T028
7093,20561,110401651,F,0,,0,4/6/2021,0,82,46,46,СТЕЛН,456,7/6/2022,33 ДНИ
7094,20561,110401651,F,0,,0,4/6/2021,0,87,46,46,БОЛЕЗНЬ,461,7/11/2022,СУСТАВ
7095,20561,110401651,F,0,,0,4/6/2021,0,89,46,46,ЗДОРОВА,468,7/18/2022,ПРОЧИЕ
7096,20563,110402345,F,0,,0,4/6/2021,0,132,31,31,СТЕЛН,471,7/21/2022,91 ДНИ
7097,20566,110403160,F,0,,0,4/7/2021,0,99,40,40,ЗДОРОВА,451,7/2/2022,ПРОЧИЕ
7098,20569,110403533,F,0,,0,4/7/2021,0,121,31,31,СТЕЛН,470,7/21/2022,80 ДНИ
7099,20570,110403764,F,0,,0,4/7/2021,0,83,30,28,СТЕЛН,461,7/12/2022,34 ДНИ
7100,20570,110403764,F,0,,0,4/7/2021,0,84,30,28,ПЕРЕВОД,474,7/25/2022,F030T028
7101,20571,110403798,F,0,,0,4/7/2021,0,81,30,28,СТЕЛН,461,7/12/2022,32 ДНИ
7102,20571,110403798,F,0,,0,4/7/2021,0,82,30,28,ПЕРЕВОД,474,7/25/2022,F030T028
7103,20573,110404135,F,0,,0,4/8/2021,0,131,28,28,СТЕЛН,469,7/21/2022,90 ДНИ
7104,20574,110405116,F,0,,0,4/8/2021,0,133,28,28,СТЕЛН,469,7/21/2022,92 ДНИ
7105,20577,110405280,F,0,,0,4/9/2021,0,78,30,28,СТЕЛН,466,7/19/2022,35 ДНИ
7106,20577,110405280,F,0,,0,4/9/2021,0,78,30,28,ПЕРЕВОД,472,7/25/2022,F030T028
7107,20580,110405660,F,0,,0,4/9/2021,0,81,30,28,СТЕЛН,459,7/12/2022,32 ДНИ
7108,20580,110405660,F,0,,0,4/9/2021,0,82,30,28,ПЕРЕВОД,472,7/25/2022,F030T028
7109,20582,110406023,F,0,,0,4/10/2021,0,124,31,31,СТЕЛН,467,7/21/2022,83 ДНИ
7110,20591,110407617,F,0,,0,4/11/2021,0,121,31,46,СТЕЛН,466,7/21/2022,80 ДНИ
7111,20591,110407617,F,0,,0,4/11/2021,0,121,31,46,ПЕРЕВОД,467,7/22/2022,F031T046
7112,20591,110407617,F,0,,0,4/11/2021,0,121,46,46,БОЛЕЗНЬ,467,7/22/2022,СУСТАВ
7113,20591,110407617,F,0,,0,4/11/2021,0,121,46,46,БОЛЕЗНЬ,467,7/22/2022,АБС1
7114,20592,110407666,F,0,,0,4/11/2021,0,0,46,31,ЗДОРОВА,463,7/18/2022,ПРОЧИЕ
7115,20592,110407666,F,0,,0,4/11/2021,0,0,31,31,АБОРТ,466,7/21/2022,91 ДНИ
7116,20592,110407666,F,0,,0,4/11/2021,0,0,31,31,ЯЛОВАЯ,466,7/21/2022,-
7117,20592,110407666,F,0,,0,4/11/2021,0,0,31,31,ОСЕМЕН,473,7/28/2022,1H15461
7118,20592,110407666,F,0,,0,4/11/2021,0,0,31,31,ПЕРЕВОД,474,7/29/2022,F031T030
7119,20594,110408045,F,0,,0,4/12/2021,0,131,31,31,СТЕЛН,465,7/21/2022,90 ДНИ
7120,20598,110408888,F,0,,0,4/13/2021,0,48,30,28,ЯЛОВАЯ,454,7/11/2022,БЕЗ ЖТ
7121,20598,110408888,F,0,,0,4/13/2021,0,49,30,28,ОСЕМЕН,455,7/12/2022,1H15461
7122,20599,110409068,F,0,,0,4/13/2021,0,124,31,31,СТЕЛН,464,7/21/2022,83 ДНИ
7123,20600,110409084,F,0,,0,4/13/2021,0,68,30,31,ПЕРЕВОД,471,7/28/2022,F030T031
7124,20600,110409084,F,0,,0,4/13/2021,0,68,30,31,СТЕЛН,471,7/28/2022,34 ДНИ
7125,20604,110409365,F,0,,0,4/13/2021,0,75,30,28,СТЕЛН,462,7/19/2022,32 ДНИ
7126,20604,110409365,F,0,,0,4/13/2021,0,75,30,28,ПЕРЕВОД,468,7/25/2022,F030T028
7127,20605,110409415,F,0,,0,4/13/2021,0,127,28,28,СТЕЛН,464,7/21/2022,86 ДНИ
7128,20606,110409449,F,0,,0,4/13/2021,0,0,30,46,ОСЕМЕН,449,7/6/2022,1H15689
7129,20606,110409449,F,0,,0,4/13/2021,0,0,30,46,ОСЕМЕН,470,7/27/2022,1H15461
7130,20610,110409860,F,0,,0,4/14/2021,0,81,30,28,СТЕЛН,448,7/6/2022,32 ДНИ
7131,20610,110409860,F,0,,0,4/14/2021,0,88,30,28,ПЕРЕВОД,467,7/25/2022,F030T028
7132,20613,110410934,F,0,,0,4/14/2021,0,86,30,28,СТЕЛН,448,7/6/2022,37 ДНИ
7133,20613,110410934,F,0,,0,4/14/2021,0,93,30,28,ПЕРЕВОД,467,7/25/2022,F030T028
7134,20614,110411056,F,0,,0,4/14/2021,0,85,30,28,СТЕЛН,454,7/12/2022,36 ДНИ
7135,20614,110411056,F,0,,0,4/14/2021,0,86,30,28,ПЕРЕВОД,467,7/25/2022,F030T028
7136,20617,11041158520617,F,0,,0,4/15/2021,0,85,30,28,СТЕЛН,447,7/6/2022,36 ДНИ
7137,20617,11041158520617,F,0,,0,4/15/2021,0,92,30,28,ПЕРЕВОД,466,7/25/2022,F030T028
7138,20618,11041175920618,F,0,,0,4/15/2021,0,68,30,31,СТЕЛН,469,7/28/2022,34 ДНИ
7139,20618,11041175920618,F,0,,0,4/15/2021,0,68,30,31,ПЕРЕВОД,469,7/28/2022,F030T031
7140,20619,11041191620619,F,0,,0,4/15/2021,0,85,30,28,СТЕЛН,447,7/6/2022,36 ДНИ
7141,20619,11041191620619,F,0,,0,4/15/2021,0,92,30,28,ПЕРЕВОД,466,7/25/2022,F030T028
7142,20622,11041305220622,F,0,,0,4/15/2021,0,71,30,31,ПЕРЕВОД,469,7/28/2022,F030T031
7143,20622,11041305220622,F,0,,0,4/15/2021,0,71,30,31,СТЕЛН,469,7/28/2022,37 ДНИ
7144,20623,11041350820623,F,0,,0,4/15/2021,0,124,31,31,СТЕЛН,462,7/21/2022,83 ДНИ
7145,20625,11041364920625,F,0,,0,4/16/2021,0,49,30,28,ОСЕМЕН,443,7/3/2022,1H15689
7146,20632,11041492820632,F,0,,0,4/17/2021,0,125,31,31,СТЕЛН,460,7/21/2022,84 ДНИ
7147,20635,11041564420635,F,0,,0,4/17/2021,0,124,28,28,СТЕЛН,460,7/21/2022,83 ДНИ
7148,20639,11041661820639,F,0,,0,4/18/2021,0,74,30,28,СТЕЛН,457,7/19/2022,31 ДНИ
7149,20639,11041661820639,F,0,,0,4/18/2021,0,74,30,28,ПЕРЕВОД,463,7/25/2022,F030T028
7150,20640,11041688120640,F,0,,0,4/18/2021,0,48,24,28,ОСЕМЕН,452,7/14/2022,1H15461
7151,20640,11041688120640,F,0,,0,4/18/2021,0,48,24,28,ПЕРЕВОД,463,7/25/2022,F024T030
7152,20642,11041702020642,F,0,,0,4/19/2021,0,0,30,30,ОСЕМЕН,438,7/1/2022,1H15461
7153,20642,11041702020642,F,0,,0,4/19/2021,0,0,30,30,ОСЕМЕН,458,7/21/2022,1H15461
7154,20647,11041845720647,F,0,,0,4/20/2021,0,85,30,28,СТЕЛН,442,7/6/2022,36 ДНИ
7155,20647,11041845720647,F,0,,0,4/20/2021,0,92,30,28,ПЕРЕВОД,461,7/25/2022,F030T028
7156,20650,11041877020650,F,0,,0,4/20/2021,0,83,30,28,СТЕЛН,448,7/12/2022,34 ДНИ
7157,20650,11041877020650,F,0,,0,4/20/2021,0,84,30,28,ПЕРЕВОД,461,7/25/2022,F030T028
7158,20652,11041927320652,F,0,,0,4/21/2021,0,49,30,28,ОСЕМЕН,440,7/5/2022,1H15461
7159,20659,11042140220659,F,0,,0,4/21/2021,0,0,30,30,ЯЛОВАЯ,463,7/28/2022,ЖТ
7160,20660,11042142820660,F,0,,0,4/22/2021,0,73,30,31,ПЕРЕВОД,462,7/28/2022,F030T031
7161,20660,11042142820660,F,0,,0,4/22/2021,0,73,30,31,СТЕЛН,462,7/28/2022,39 ДНИ
7162,20664,11042183220664,F,0,,0,4/22/2021,0,74,30,28,БОЛЕЗНЬ,445,7/11/2022,СУСТАВ
7163,20664,11042183220664,F,0,,0,4/22/2021,0,74,30,28,БОЛЕЗНЬ,445,7/11/2022,РИН
7164,20664,11042183220664,F,0,,0,4/22/2021,0,74,30,28,ПЕРЕВОД,445,7/11/2022,F030T046
7165,20664,11042183220664,F,0,,0,4/22/2021,0,76,46,28,ЗДОРОВА,452,7/18/2022,ПРОЧИЕ
7166,20664,11042183220664,F,0,,0,4/22/2021,0,76,30,28,СТЕЛН,453,7/19/2022,33 ДНИ
7167,20664,11042183220664,F,0,,0,4/22/2021,0,76,30,28,ПЕРЕВОД,459,7/25/2022,F030T028
7168,20666,11042238420666,F,0,,0,4/22/2021,0,0,30,24,ЯЛОВАЯ,446,7/12/2022,ЖТ
7169,20666,11042238420666,F,0,,0,4/22/2021,0,0,30,24,ОСЕМЕН,451,7/17/2022,1H15461
7170,20673,11042373920673,F,0,,0,4/24/2021,0,83,24,28,СТЕЛН,444,7/12/2022,34 ДНИ
7171,20673,11042373920673,F,0,,0,4/24/2021,0,84,24,28,ПЕРЕВОД,457,7/25/2022,F024T028
7172,20676,11042446320676,F,0,,0,4/24/2021,0,77,30,28,СТЕЛН,451,7/19/2022,34 ДНИ
7173,20676,11042446320676,F,0,,0,4/24/2021,0,77,30,28,ПЕРЕВОД,457,7/25/2022,F030T028
7174,20677,11042461220677,F,0,,0,4/24/2021,0,76,30,28,СТЕЛН,451,7/19/2022,33 ДНИ
7175,20677,11042461220677,F,0,,0,4/24/2021,0,76,30,28,ПЕРЕВОД,457,7/25/2022,F030T028
7176,20680,11042493520680,F,0,,0,4/25/2021,0,80,30,28,СТЕЛН,443,7/12/2022,31 ДНИ
7177,20680,11042493520680,F,0,,0,4/25/2021,0,81,30,28,ПЕРЕВОД,456,7/25/2022,F030T028
7178,20683,11042521320683,F,0,,0,4/25/2021,0,80,30,46,СТЕЛН,437,7/6/2022,31 ДНИ
7179,20683,11042521320683,F,0,,0,4/25/2021,0,87,30,46,ПЕРЕВОД,456,7/25/2022,F030T028
7180,20686,11042563520686,F,0,,0,4/26/2021,0,78,30,28,СТЕЛН,449,7/19/2022,35 ДНИ
7181,20686,11042563520686,F,0,,0,4/26/2021,0,78,30,28,ПЕРЕВОД,455,7/25/2022,F030T028
7182,20687,11042575920687,F,0,,0,4/26/2021,0,73,24,31,ПЕРЕВОД,455,7/25/2022,F024T030
7183,20687,11042575920687,F,0,,0,4/26/2021,0,73,30,31,ПЕРЕВОД,458,7/28/2022,F030T031
7184,20687,11042575920687,F,0,,0,4/26/2021,0,73,30,31,СТЕЛН,458,7/28/2022,39 ДНИ
7185,20689,11042653420689,F,0,,0,4/26/2021,0,74,30,30,ПЕРЕВОД,441,7/11/2022,F030T046
7186,20689,11042653420689,F,0,,0,4/26/2021,0,74,46,30,БОЛЕЗНЬ,441,7/11/2022,АБС1
7187,20689,11042653420689,F,0,,0,4/26/2021,0,76,46,30,СТЕЛН,449,7/19/2022,33 ДНИ
7188,20689,11042653420689,F,0,,0,4/26/2021,0,76,46,30,БОЛЕЗНЬ,452,7/22/2022,УШИБ
7189,20690,11042658320690,F,0,,0,4/26/2021,0,0,30,46,НЕОСЕМ,436,7/6/2022,-
7190,20692,11042728420692,F,0,,0,4/27/2021,0,81,30,28,СТЕЛН,435,7/6/2022,32 ДНИ
7191,20692,11042728420692,F,0,,0,4/27/2021,0,88,30,28,ПЕРЕВОД,454,7/25/2022,F030T028
7192,20695,11042751620695,F,0,,0,4/27/2021,0,68,30,31,СТЕЛН,457,7/28/2022,34 ДНИ
7193,20695,11042751620695,F,0,,0,4/27/2021,0,68,30,31,ПЕРЕВОД,457,7/28/2022,F030T031
7194,20696,11042761520696,F,0,,0,4/27/2021,0,67,24,31,ПЕРЕВОД,454,7/25/2022,F024T030
7195,20696,11042761520696,F,0,,0,4/27/2021,0,67,30,31,ПЕРЕВОД,457,7/28/2022,F030T031
7196,20696,11042761520696,F,0,,0,4/27/2021,0,67,30,31,СТЕЛН,457,7/28/2022,33 ДНИ
7197,20701,11042832420701,F,0,,0,4/28/2021,0,0,24,30,ЯЛОВАЯ,440,7/12/2022,ЖТ
7198,20701,11042832420701,F,0,,0,4/28/2021,0,0,24,30,ОСЕМЕН,446,7/18/2022,1H15689
7199,20701,11042832420701,F,0,,0,4/28/2021,0,0,24,30,ПЕРЕВОД,453,7/25/2022,F024T030
7200,20702,11042848020702,F,0,,0,4/29/2021,0,49,30,28,ОСЕМЕН,432,7/5/2022,1H15461
7201,20703,11042894420703,F,0,,0,4/29/2021,0,46,30,28,ЯЛОВАЯ,439,7/12/2022,ЖТ
7202,20703,11042894420703,F,0,,0,4/29/2021,0,47,30,28,ОСЕМЕН,442,7/15/2022,1H15461
7203,20704,11042916520704,F,0,,0,4/29/2021,0,49,30,28,ОСЕМЕН,438,7/11/2022,1H15689
7204,20712,11043015520712,F,0,,0,4/30/2021,0,109,40,40,БОЛЕЗНЬ,431,7/5/2022,РАНА
7205,20712,11043015520712,F,0,,0,4/30/2021,0,110,31,40,ПЕРЕВОД,432,7/6/2022,F031T040
7206,20712,11043015520712,F,0,,0,4/30/2021,0,113,40,40,ЗДОРОВА,435,7/9/2022,ПРОЧЕЕ
7207,20714,11043060120714,F,0,,0,5/1/2021,0,86,30,31,ПЕРЕВОД,453,7/28/2022,F030T031
7208,20714,11043060120714,F,0,,0,5/1/2021,0,86,30,31,СТЕЛН,453,7/28/2022,52 ДНИ
7209,20716,11043095720716,F,0,,0,5/1/2021,0,80,30,28,СТЕЛН,431,7/6/2022,31 ДНИ
7210,20716,11043095720716,F,0,,0,5/1/2021,0,87,30,28,ПЕРЕВОД,450,7/25/2022,F030T028
7211,20717,11043095720717,F,0,,0,5/1/2021,0,80,24,28,СТЕЛН,431,7/6/2022,31 ДНИ
7212,20717,11043095720717,F,0,,0,5/1/2021,0,87,24,28,ЗДОРОВА,447,7/22/2022,МОЛОДНЯК
7213,20717,11043095720717,F,0,,0,5/1/2021,0,87,24,28,ПЕРЕВОД,450,7/25/2022,F024T028
7214,20718,11043102120718,F,0,,0,5/1/2021,0,0,46,46,ЗДОРОВА,430,7/5/2022,ПРОЧИЕ
7215,20718,11043102120718,F,0,,0,5/1/2021,0,39,30,46,ЯЛОВАЯ,444,7/19/2022,ЖТ
7216,20718,11043102120718,F,0,,0,5/1/2021,0,39,30,46,ОСЕМЕН,448,7/23/2022,1H15461
7217,20719,11043118720719,F,0,,0,5/1/2021,0,49,30,28,ОСЕМЕН,431,7/6/2022,1H15689
7218,20722,11043160920722,F,0,,0,5/1/2021,0,97,28,28,ЗДОРОВА,447,7/22/2022,МОЛОДНЯК
7219,20723,11043202920723,F,0,,0,5/1/2021,0,48,30,28,ОСЕМЕН,439,7/14/2022,1H15461
7220,20724,11043244120724,F,0,,0,5/2/2021,0,85,30,28,СТЕЛН,436,7/12/2022,36 ДНИ
7221,20724,11043244120724,F,0,,0,5/2/2021,0,86,30,28,ПЕРЕВОД,449,7/25/2022,F030T028
7222,20725,11043265620725,F,0,,0,5/2/2021,0,82,30,28,СТЕЛН,430,7/6/2022,33 ДНИ
7223,20725,11043265620725,F,0,,0,5/2/2021,0,89,30,28,ПЕРЕВОД,449,7/25/2022,F030T028
7224,20726,11043268020726,F,0,,0,5/2/2021,0,80,30,28,СТЕЛН,430,7/6/2022,31 ДНИ
7225,20726,11043268020726,F,0,,0,5/2/2021,0,87,30,28,ПЕРЕВОД,449,7/25/2022,F030T028
7226,20727,11043269820727,F,0,,0,5/2/2021,0,85,24,28,СТЕЛН,436,7/12/2022,36 ДНИ
7227,20727,11043269820727,F,0,,0,5/2/2021,0,86,24,28,ПЕРЕВОД,449,7/25/2022,F024T028
7228,20728,11043289620728,F,0,,0,5/3/2021,0,66,30,31,СТЕЛН,451,7/28/2022,32 ДНИ
7229,20728,11043289620728,F,0,,0,5/3/2021,0,66,30,31,ПЕРЕВОД,451,7/28/2022,F030T031
7230,20729,11043382920729,F,0,,0,5/3/2021,0,77,30,28,СТЕЛН,442,7/19/2022,34 ДНИ
7231,20729,11043382920729,F,0,,0,5/3/2021,0,77,30,28,ПЕРЕВОД,448,7/25/2022,F030T028
7232,20731,11043412420731,F,0,,0,5/3/2021,0,49,24,28,ОСЕМЕН,431,7/8/2022,501H15515
7233,20731,11043412420731,F,0,,0,5/3/2021,0,54,24,28,ПЕРЕВОД,448,7/25/2022,F024T030
7234,20733,11043419920733,F,0,,0,5/4/2021,0,85,30,28,СТЕЛН,428,7/6/2022,36 ДНИ
7235,20733,11043419920733,F,0,,0,5/4/2021,0,92,30,28,ПЕРЕВОД,447,7/25/2022,F030T028
7236,20736,11043488420736,F,0,,0,5/6/2021,0,49,30,28,ОСЕМЕН,430,7/10/2022,1H15689
7237,20737,11043508920737,F,0,,0,5/7/2021,0,46,30,28,ОСЕМЕН,435,7/16/2022,1H15461
7238,20738,11043516220738,F,0,,0,5/7/2021,0,0,30,30,ОСЕМЕН,433,7/14/2022,1H15461
7239,20738,11043516220738,F,0,,0,5/7/2021,0,0,30,30,ПЕРЕВОД,447,7/28/2022,F030T046
7240,20738,11043516220738,F,0,,0,5/7/2021,0,0,46,30,БОЛЕЗНЬ,447,7/28/2022,ТОЩ
7241,20739,11043568320739,F,0,,0,5/7/2021,0,0,46,30,БОЛЕЗНЬ,430,7/11/2022,АБС1
7242,20739,11043568320739,F,0,,0,5/7/2021,0,0,46,30,БОЛЕЗНЬ,430,7/11/2022,РИН
7243,20739,11043568320739,F,0,,0,5/7/2021,0,0,46,30,ПРОДАНА,433,7/14/2022,ПРОДАНА ; Травмы ; УВЗ5
7244,20741,11043613720741,F,0,,0,5/7/2021,0,49,30,28,ОСЕМЕН,424,7/5/2022,1H15689
7245,20742,11043618620742,F,0,,0,5/7/2021,0,0,30,30,ЯЛОВАЯ,425,7/6/2022,-
7246,20742,11043618620742,F,0,,0,5/7/2021,0,0,30,30,ОСЕМЕН,433,7/14/2022,1H15461
7247,20743,11043629320743,F,0,,0,5/7/2021,0,49,30,28,ОСЕМЕН,422,7/3/2022,1H15689
7248,20745,11043632720745,F,0,,0,5/7/2021,0,87,30,28,СТЕЛН,425,7/6/2022,38 ДНИ
7249,20745,11043632720745,F,0,,0,5/7/2021,0,94,30,28,ПЕРЕВОД,444,7/25/2022,F030T028
7250,20746,11043658220746,F,0,,0,5/8/2021,0,78,30,28,СТЕЛН,437,7/19/2022,35 ДНИ
7251,20746,11043658220746,F,0,,0,5/8/2021,0,78,30,28,ПЕРЕВОД,443,7/25/2022,F030T028
7252,20747,11043658220747,F,0,,0,5/8/2021,0,77,30,28,СТЕЛН,437,7/19/2022,34 ДНИ
7253,20747,11043658220747,F,0,,0,5/8/2021,0,77,30,28,ПЕРЕВОД,443,7/25/2022,F030T028
7254,20749,11043684820749,F,0,,0,5/8/2021,0,73,30,31,ПЕРЕВОД,446,7/28/2022,F030T031
7255,20749,11043684820749,F,0,,0,5/8/2021,0,73,30,31,СТЕЛН,446,7/28/2022,39 ДНИ
7256,20756,11043747320756,F,0,,0,5/10/2021,0,49,30,28,ОСЕМЕН,417,7/1/2022,1H15461
7257,20758,11043811720758,F,0,,0,5/10/2021,0,86,30,28,СТЕЛН,422,7/6/2022,37 ДНИ
7258,20758,11043811720758,F,0,,0,5/10/2021,0,93,30,28,ПЕРЕВОД,441,7/25/2022,F030T028
7259,20759,11043896820759,F,0,,0,5/10/2021,0,80,30,28,СТЕЛН,422,7/6/2022,31 ДНИ
7260,20759,11043896820759,F,0,,0,5/10/2021,0,87,30,28,ПЕРЕВОД,441,7/25/2022,F030T028
7261,20760,11043899220760,F,0,,0,5/10/2021,0,47,30,28,ЯЛОВАЯ,428,7/12/2022,ЖТ
7262,20760,11043899220760,F,0,,0,5/10/2021,0,48,30,28,ОСЕМЕН,430,7/14/2022,1H15461
7263,20761,11043908120761,F,0,,0,5/10/2021,0,79,30,28,СТЕЛН,428,7/12/2022,30 ДНИ
7264,20761,11043908120761,F,0,,0,5/10/2021,0,80,30,28,ПЕРЕВОД,441,7/25/2022,F030T028
7265,20762,11043934720762,F,0,,0,5/11/2021,0,0,30,30,ОСЕМЕН,427,7/12/2022,501H15681
7266,20762,11043934720762,F,0,,0,5/11/2021,0,0,30,30,ОСЕМЕН,445,7/30/2022,501H15681
7267,20763,11043943820763,F,0,,0,5/11/2021,0,85,30,28,СТЕЛН,427,7/12/2022,36 ДНИ
7268,20763,11043943820763,F,0,,0,5/11/2021,0,86,30,28,ПЕРЕВОД,440,7/25/2022,F030T028
7269,20767,11043985920767,F,0,,0,5/11/2021,0,0,30,30,ОСЕМЕН,442,7/27/2022,501H15515
7270,20768,11043990920768,F,0,,0,5/11/2021,0,82,30,28,СТЕЛН,427,7/12/2022,33 ДНИ
